

  0% 1/154173 [00:04<188:31:14,  4.40s/it]




  0% 5/154173 [00:13<104:48:47,  2.45s/it]





  0% 10/154173 [00:24<98:00:15,  2.29s/it]





  0% 15/154173 [00:36<97:00:49,  2.27s/it]





  1% 1939/154173 [1:14:44<95:39:31,  2.26s/it]





  1% 1944/154173 [1:14:55<95:37:03,  2.26s/it]






  1% 1950/154173 [1:15:09<97:08:34,  2.30s/it]




  1% 1954/154173 [1:15:18<95:57:14,  2.27s/it]





  1% 1959/154173 [1:15:29<95:38:09,  2.26s/it]






  1% 1965/154173 [1:15:43<95:36:11,  2.26s/it]




  1% 1969/154173 [1:15:52<95:36:31,  2.26s/it]





  1% 1974/154173 [1:16:03<95:36:05,  2.26s/it]






  1% 1980/154173 [1:16:17<95:54:15,  2.27s/it]




  1% 1984/154173 [1:16:26<95:39:18,  2.26s/it]





  1% 1989/154173 [1:16:37<95:35:43,  2.26s/it]






  1% 1995/154173 [1:16:51<95:36:13,  2.26s/it]




  1% 1999/154173 [1:17:00<95:38:10,  2.26s/it]





  1% 2004/154173 [1:17:12<95:58:50,  2.27s/it]






  1% 2010/154173 [1:17:25<95:34:28,  2.26s/it]




  1% 2014/154173 [1:17:34<95:35:41,  2.26s/it]





  1% 2019/154173 [1:17:45<95:40:14,  2.26s/it]





  1% 2024/154173 [1:18:38<459:20:44, 10.87s/it]






  1% 2030/154173 [1:18:51<138:41:14,  3.28s/it]




  1% 2034/154173 [1:19:00<105:54:18,  2.51s/it]





  1% 2039/154173 [1:19:12<97:27:20,  2.31s/it]






  1% 2045/154173 [1:19:25<95:47:02,  2.27s/it]




  1% 2049/154173 [1:19:34<95:34:05,  2.26s/it]





  1% 2054/154173 [1:19:46<96:01:45,  2.27s/it]






  1% 2060/154173 [1:19:59<95:35:55,  2.26s/it]




  1% 2064/154173 [1:20:08<95:33:15,  2.26s/it]





  1% 2069/154173 [1:20:20<95:31:28,  2.26s/it]






  1% 2075/154173 [1:20:34<97:20:34,  2.30s/it]




  1% 2079/154173 [1:20:43<95:57:59,  2.27s/it]





  1% 2084/154173 [1:20:54<95:45:22,  2.27s/it]






  1% 2090/154173 [1:21:07<95:30:54,  2.26s/it]




  1% 2094/154173 [1:21:17<95:30:42,  2.26s/it]





  1% 2099/154173 [1:21:28<95:32:09,  2.26s/it]






  1% 2105/154173 [1:21:42<95:48:48,  2.27s/it]




  1% 2109/154173 [1:21:51<95:40:10,  2.26s/it]





  1% 2114/154173 [1:22:02<95:42:27,  2.27s/it]






  1% 2120/154173 [1:22:15<95:29:10,  2.26s/it]




  1% 2124/154173 [1:22:25<95:34:51,  2.26s/it]





  1% 2129/154173 [1:22:36<96:01:53,  2.27s/it]






  1% 2135/154173 [1:22:50<95:35:47,  2.26s/it]




  1% 2139/154173 [1:22:59<95:33:00,  2.26s/it]





  1% 2144/154173 [1:23:10<95:32:12,  2.26s/it]






  1% 2150/154173 [1:23:24<97:05:41,  2.30s/it]




  1% 2154/154173 [1:23:33<95:52:16,  2.27s/it]





  1% 2159/154173 [1:23:44<95:35:18,  2.26s/it]






  1% 2165/154173 [1:23:58<95:43:25,  2.27s/it]




  1% 2169/154173 [1:24:07<95:32:49,  2.26s/it]





  1% 2174/154173 [1:24:18<95:27:21,  2.26s/it]






  1% 2180/154173 [1:24:32<95:44:47,  2.27s/it]




  1% 2184/154173 [1:24:41<95:32:06,  2.26s/it]





  1% 2189/154173 [1:24:52<95:28:00,  2.26s/it]






  1% 2195/154173 [1:25:06<95:30:00,  2.26s/it]




  1% 2199/154173 [1:25:15<95:26:20,  2.26s/it]





  1% 2204/154173 [1:25:26<95:58:50,  2.27s/it]






  1% 2210/154173 [1:25:40<95:38:26,  2.27s/it]




